brand,model,processor_brand,processor_name,processor_gnrtn,ram_gb,ram_type,ssd,hdd,os,os_bit,graphic_card_gb,weight,display_size,warranty,Touchscreen,msoffice,latest_price,old_price,discount,star_rating
DELL,Inspiron,Intel,Core i5,11th,8  GB,DDR4,256 GB,1024 GB,Windows,64-bit,2,Casual,15.6,0,No,No,66490,88519,24,3.8
DELL,G3,Intel,Core i5,10th,8  GB,DDR4,256 GB,1024 GB,Windows,64-bit,4,Casual,15.6,0,No,No,77900,82300,5,4.3
DELL,Inspiron,Intel,Core i5,11th,8  GB,DDR4,256 GB,1024 GB,Windows,64-bit,2,Casual,15.6,0,No,No,67490,82600,18,3.8
DELL,Vostro,Intel,Core i5,11th,8  GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,Yes,61990,68900,10,0
DELL,Inspiron,Intel,Core i5,11th,8  GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,Casual,15.6,1,No,Yes,58990,61990,4,4.3
Lenovo,IdeaPad,Intel,Core i5,10th,8  GB,DDR4,256 GB,1024 GB,Windows,64-bit,4,Casual,15.6,0,No,No,74999,75500,0,4.3
ASUS,VivoBook,Intel,Core i5,11th,8  GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,Casual,15.6,1,No,Yes,68900,78999,12,5
DELL,Inspiron,Intel,Core i5,11th,8  GB,DDR4,256 GB,1024 GB,Windows,64-bit,2,Casual,15.6,0,No,No,71695,75732,5,4.2
acer,Travelmate,Intel,Core i5,11th,16 GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,Casual,14,0,No,No,62490,85000,26,3.4
DELL,Inspiron,Intel,Core i5,8th,8  GB,DDR4,0 GB,2048 GB,Windows,64-bit,2,Casual,15.6,1,No,Yes,62317,87136,0,4
MSI,GS66,Intel,Core i5,10th,8  GB,LPDDR4,0 GB,512 GB,DOS,32-bit,4,Casual,15.6,0,No,No,75497.95404,87136,12,0
DELL,Inspiron,Intel,Core i7,8th,16 GB,DDR4,256 GB,0 GB,Windows,64-bit,4,Casual,15.6,1,No,Yes,87990,88532,0,4.1
Avita,Liber,Intel,Core i7,8th,8  GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,14,0,No,No,73990,79990,7,0
Avita,Liber,Intel,Core i7,8th,8  GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,14,0,No,No,73990,79990,7,0
Avita,Liber,Intel,Core i7,8th,8  GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,14,0,No,No,73990,79990,7,0
Avita,Liber,Intel,Core i7,8th,8  GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,14,0,No,No,73990,79990,7,0
Avita,Liber,Intel,Core i7,8th,8  GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,14,0,No,No,73990,79990,7,0
Avita,Liber,Intel,Core i7,8th,8  GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,14,0,No,No,73990,79990,7,0
ASUS,VivoBook,Intel,Core i7,10th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,15.6,1,No,No,57990,80990,28,4.3
ASUS,VivoBook,Intel,Core i7,10th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,15.6,0,No,No,61990,88990,30,4.5
MSI,GF63,Intel,Core i7,10th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,15.6,2,No,No,79990,95990,16,4.5
Lenovo,IdeaPad,Intel,Core i7,10th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,15.6,1,No,Yes,68990,99290,30,4.5
Mi,Notebook,Intel,Core i7,10th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,14,1,No,No,59490,65999,9,4.2
Lenovo,IdeaPad,Intel,Core i7,11th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,14,1,Yes,Yes,85990,125890,31,4.4
Lenovo,Legion,Intel,Core i7,11th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,15.6,1,No,Yes,99990,87136,34,4.4
Infinix,X1,Intel,Core i7,10th,16 GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,4,Casual,14,0,No,No,54990,69999,21,4.3
ASUS,VivoBook,Intel,Core i7,11th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,14,1,No,Yes,77990,96990,19,4.3
Lenovo,IdeaPad,Intel,Core i7,11th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,15.6,0,No,No,79990,118890,32,4
HP,Pavilion,Intel,Core i7,11th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,15.6,1,No,Yes,93190,118776,21,5
ASUS,ZenBook,Intel,Core i7,11th,16 GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,Casual,13.3,1,No,Yes,94990,122990,22,0
Lenovo,Thinkbook,Intel,Core i7,11th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,14,1,Yes,Yes,84990,109696,22,4.5
MSI,IdeaPad,Intel,Core i7,10th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,14,0,No,No,57990,78990,26,4.4
HP,Envy,Intel,Core i7,11th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,13.3,1,Yes,Yes,102990,114751,10,4.7
DELL,IdeaPad,Intel,Core i7,11th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,16,1,No,No,99990,128665,22,0
ASUS,ASUS,Intel,Core i7,11th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,16,0,No,No,94990,101990,6,4.5
HP,Envy,Intel,Core i7,11th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,16,1,Yes,Yes,104000,118776,12,0
MSI,IdeaPad,Intel,Core i7,11th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,15.6,0,No,No,76990,85990,10,0
HP,Pavilion,Intel,Core i7,11th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,16,1,No,Yes,90190,107262,15,4.3
Lenovo,IdeaPad,Intel,Core i7,11th,16 GB,DDR4,512 GB,0 GB,Windows,32-bit,0,Casual,16,0,Yes,No,88488,96995,8,0
MSI,Prestige,Intel,Core i7,10th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,16,1,No,No,109990,87136,18,4.3
MSI,Sword,Intel,Core i7,11th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,15.6,0,No,No,86990,107990,19,0
MSI,Prestige,Intel,Core i7,11th,16 GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,Casual,16,1,No,No,89990,99240,9,0
HP,Spectre,Intel,Core i7,10th,16 GB,LPDDR3,512 GB,0 GB,Windows,64-bit,0,Casual,16,1,Yes,Yes,75497.95404,87136,0,0
ASUS,VivoBook,Intel,Core i7,11th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,15.6,1,No,Yes,78990,104990,24,4.5
DELL,XPS,Intel,Core i7,8th,16 GB,DDR3,512 GB,0 GB,Windows,64-bit,0,ThinNlight,16,1,No,Yes,75497.95404,87136,12,1.7
ASUS,ZenBook,Intel,Core i7,8th,16 GB,LPDDR3,512 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,No,85990,99990,14,4.4
MSI,Katana,Intel,Core i7,11th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,16,2,No,No,94990,117990,19,0
HP,Pavilion,Intel,Core i7,11th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,16,1,No,Yes,92000,113019,18,4.5
HP,Spectre,Intel,Core i7,10th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,16,1,Yes,No,75497.95404,87136,15,3.3
DELL,XPS,Intel,Core i7,11th,16 GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,ThinNlight,16,1,No,Yes,75497.95404,87136,0,5
MSI,Modern,Intel,Core i7,11th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,15.6,0,No,No,64990,78990,17,4.4
Lenovo,ThinkPad,Intel,Core i7,10th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,16,1,No,No,75497.95404,87136,0,0
Lenovo,ThinkPad,Intel,Core i7,10th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,0,No,No,75497.95404,87136,9,0
DELL,Inspiron,Intel,Core i7,10th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,15.6,1,Yes,Yes,109190,119442,8,0
HP,Pavilion,Intel,Core i7,11th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,16,1,Yes,Yes,99999,102500,2,0
MSI,Prestige,Intel,Core i7,10th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,16,1,No,No,104990,123990,15,4
ASUS,IdeaPad,Intel,Core i7,11th,16 GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,ThinNlight,16,0,Yes,No,109990,87136,18,0
ASUS,ZenBook,Intel,Core i7,8th,16 GB,DDR3,512 GB,0 GB,Windows,64-bit,0,ThinNlight,16,1,No,No,99990,122990,18,4.3
Lenovo,IdeaPad,Intel,Core i7,8th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,2,ThinNlight,16,0,No,No,75497.95404,87136,0,0
ASUS,ZenBook,Intel,Core i7,11th,16 GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,ThinNlight,16,0,No,No,94990,122990,22,0
Lenovo,Ideapad,Intel,Core i7,8th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,Yes,86000,87136,0,0
Lenovo,IdeaPad,Intel,Core i7,10th,16 GB,DDR4,512 GB,0 GB,Windows,32-bit,2,Casual,16,0,No,No,75497.95404,87136,21,0
HP,IdeaPad,Intel,Core i7,11th,16 GB,DDR4,512 GB,0 GB,Windows,32-bit,0,Casual,15.6,0,No,No,119599,87136,38,0
Lenovo,IdeaPad,Intel,Core i7,10th,16 GB,LPDDR3,512 GB,0 GB,Windows,64-bit,0,ThinNlight,16,0,No,No,75497.95404,87136,1,0
Lenovo,Intel,Intel,Core i7,11th,16 GB,DDR4,512 GB,0 GB,Windows,32-bit,0,Casual,14,0,No,No,110999,87136,20,0
DELL,IdeaPad,Intel,Core i7,11th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,15.6,1,No,No,99990,128665,22,0
ASUS,ZenBook,Intel,Core i7,8th,8  GB,LPDDR3,512 GB,0 GB,Windows,64-bit,0,ThinNlight,13.3,1,No,No,81990,102987,20,4.3
MSI,GF63,Intel,Core i7,9th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,15.6,2,No,No,66990,104990,36,4.5
MSI,GF65,Intel,Core i7,10th,16 GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Casual,15.6,2,No,No,84990,123990,31,4.4
ASUS,Zenbook,Intel,Core i7,11th,16 GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,2,Casual,14,1,Yes,Yes,104990,87136,28,0
ASUS,ZenBook,Intel,Core i7,11th,16 GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,0,Casual,14,1,Yes,No,75497.95404,87136,18,0
ASUS,ASUS,Intel,Core i7,11th,16 GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Casual,15.6,0,No,No,98990,87136,27,4.5
HP,Envy,Intel,Core i7,10th,16 GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Casual,15.6,1,No,Yes,75497.95404,87136,16,4.2
ASUS,ZenBook,Intel,Core i7,11th,16 GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,0,ThinNlight,13.3,0,No,No,99990,128990,22,0
MSI,Stealth,Intel,Core i7,11th,16 GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Casual,16,2,No,No,119990,87136,26,4.3
ASUS,Zephyrus,Intel,Core i7,11th,16 GB,DDR4,1024 GB,0 GB,Windows,32-bit,4,Casual,16,1,No,No,75497.95404,87136,0,0
ASUS,ZenBook,Intel,Core i7,10th,16 GB,LPDDR3,1024 GB,0 GB,Windows,64-bit,2,Casual,16,1,No,Yes,75497.95404,87136,14,4.6
DELL,Inspiron,Intel,Core i7,11th,16 GB,DDR4,1024 GB,0 GB,Windows,64-bit,2,Casual,16,0,No,No,75497.95404,87136,0,0
HP,Spectre,Intel,Core i7,10th,16 GB,DDR4,1024 GB,0 GB,Windows,64-bit,0,Casual,16,1,Yes,No,75497.95404,87136,16,4.2
MSI,Summit,Intel,Core i7,11th,16 GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Casual,16,2,Yes,No,75497.95404,87136,1,4
Lenovo,Yoga,Intel,Core i7,11th,16 GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,0,Casual,16,1,No,Yes,75497.95404,87136,26,3
ASUS,IdeaPad,Intel,Core i7,10th,16 GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Casual,15.6,1,Yes,No,75497.95404,87136,17,4.7
MSI,Stealth,Intel,Core i7,12th,16 GB,DDR5,1024 GB,0 GB,Windows,64-bit,4,Casual,15.6,0,No,No,75497.95404,87136,10,0
HP,OMEN,Intel,Core i7,11th,16 GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Casual,16,0,No,No,75497.95404,87136,11,0
HP,OMEN,Intel,Core i7,11th,16 GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Casual,16,0,No,No,116990,87136,11,0
Lenovo,Legion,Intel,Core i7,11th,16 GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Casual,16,0,No,No,75497.95404,87136,32,4.4
MSI,Pulse,Intel,Core i7,11th,16 GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Casual,16,2,No,No,75497.95404,87136,27,4.2
HP,Spectre,Intel,Core i7,11th,16 GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,0,Casual,16,1,Yes,No,75497.95404,87136,15,0
MSI,IdeaPad,Intel,Core i7,12th,16 GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Casual,16,0,No,No,75497.95404,87136,10,4.5
acer,Predator,Intel,Core i7,11th,16 GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Casual,16,1,No,No,75497.95404,87136,13,4.5
HP,OMEN,Intel,Core i7,11th,16 GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Casual,16,1,No,Yes,75497.95404,87136,13,0
DELL,Inspiron,Intel,Core i7,11th,16 GB,DDR4,1024 GB,0 GB,Windows,64-bit,2,Casual,16,1,No,Yes,93955,122300,23,4.8
ASUS,ROG,Intel,Core i7,10th,16 GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Casual,15.6,0,No,No,75497.95404,87136,27,0
HP,Spectre,Intel,Core i7,11th,16 GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,0,Casual,16,1,Yes,Yes,75497.95404,87136,15,3.7
Lenovo,Yoga,Intel,Core i7,11th,16 GB,DDR4,1024 GB,0 GB,Windows,64-bit,0,Casual,16,1,Yes,Yes,102990,104033,1,4.4
ASUS,ZenBook,Intel,Core i7,11th,16 GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,0,Casual,16,1,Yes,No,119990,87136,24,4.8
ASUS,IdeaPad,Intel,Core i7,11th,16 GB,DDR4,1024 GB,0 GB,Windows,32-bit,4,Casual,16,0,No,No,75497.95404,87136,19,0
ASUS,Zephyrus,Intel,Core i7,11th,16 GB,DDR4,1024 GB,0 GB,Windows,32-bit,4,Casual,16,1,No,No,75497.95404,87136,28,4.3
Lenovo,IdeaPad,Intel,Core i7,9th,16 GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,ThinNlight,16,0,No,No,75497.95404,87136,15,0
ASUS,ASUS,Intel,Core i7,11th,16 GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Casual,16,1,No,No,75497.95404,87136,24,0
ASUS,ExpertBook,Intel,Core i7,10th,16 GB,LPDDR3,1024 GB,0 GB,Windows,64-bit,0,Casual,16,0,No,No,75497.95404,87136,10,5
ASUS,ExpertBook,Intel,Core i7,10th,16 GB,LPDDR3,1024 GB,0 GB,Windows,64-bit,0,Casual,16,0,No,No,75497.95404,87136,18,0
Lenovo,Yoga,Intel,Core i7,10th,16 GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,0,ThinNlight,16,0,No,No,119990,87136,18,2.5
ASUS,ExpertBook,Intel,Core i7,10th,16 GB,LPDDR3,1024 GB,0 GB,Windows,64-bit,0,Casual,16,0,No,No,75497.95404,87136,17,0
HP,Spectre,Intel,Core i7,11th,16 GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,0,Casual,16,1,Yes,No,75497.95404,87136,17,0
Avita,Liber,Intel,Core i7,10th,16 GB,DDR4,1024 GB,0 GB,Windows,64-bit,0,ThinNlight,14,0,No,No,62990,83390,24,3.9
Lenovo,ThinkBook,Intel,Core i7,11th,16 GB,LPDDR4,1024 GB,0 GB,Windows,64-bit,0,Casual,13,1,No,Yes,85990,87136,0,3.4
HP,HP,Intel,Core i7,11th,16 GB,DDR4,1024 GB,0 GB,Windows,64-bit,2,Casual,13.3,1,No,Yes,94990,87136,0,0
HP,Omen,Intel,Core i7,11th,16 GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Casual,16.1,1,No,Yes,75497.95404,87136,13,0
Lenovo,Legion,Intel,Core i7,10th,16 GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Casual,15.6,1,No,Yes,75497.95404,87136,32,0
acer,Predator,Intel,Core i7,10th,16 GB,DDR4,2048 GB,0 GB,Windows,64-bit,4,Casual,16,1,No,No,75497.95404,87136,0,3.8
ASUS,ExpertBook,Intel,Core i7,10th,16 GB,LPDDR3,2048 GB,0 GB,Windows,64-bit,0,Casual,16,0,No,No,75497.95404,87136,0,0
ASUS,ExpertBook,Intel,Core i7,10th,16 GB,DDR4,0 GB,1024 GB,Windows,64-bit,2,Casual,15.6,0,No,No,93990,87136,0,0
HP,15,Intel,Core i7,8th,16 GB,DDR4,128 GB,1024 GB,Windows,64-bit,4,Casual,15.6,1,No,No,116941,87136,0,0
MSI,GF63,Intel,Core i7,10th,8  GB,DDR4,256 GB,1024 GB,Windows,64-bit,4,Casual,15.6,2,No,No,63990,83990,23,4.3
ASUS,VivoBook,Intel,Core i7,10th,16 GB,DDR4,256 GB,1024 GB,Windows,64-bit,4,Casual,15.6,0,No,No,66990,97990,31,4.2
ASUS,IdeaPad,Intel,Core i7,11th,16 GB,DDR4,256 GB,1024 GB,Windows,32-bit,0,ThinNlight,15.6,0,No,No,82500,98990,16,0
acer,Predator,Intel,Core i7,10th,16 GB,DDR4,256 GB,1024 GB,Windows,64-bit,4,Casual,16,1,No,No,119990,87136,14,4.6
MSI,WF65,Intel,Core i7,10th,16 GB,DDR4,256 GB,1024 GB,Windows,64-bit,4,Casual,16,1,No,No,75497.95404,87136,11,0
ASUS,Pro,Intel,Core i7,8th,16 GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,ThinNlight,15.6,0,No,No,98912,87136,0,0
acer,Predator,Intel,Core i7,11th,16 GB,DDR4,512 GB,1024 GB,Windows,64-bit,4,Casual,15.6,1,No,No,92990,87136,29,4.5
acer,Predator,Intel,Core i7,11th,16 GB,DDR4,512 GB,1024 GB,Windows,32-bit,4,Casual,15.6,1,No,No,119990,87136,14,4.5
acer,Predator,Intel,Core i9,11th,32 GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Casual,15.6,1,No,No,75497.95404,87136,15,0
acer,Predator,Intel,Core i9,11th,16 GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Casual,15.6,1,No,No,75497.95404,87136,22,0
MSI,Creator,Intel,Core i9,11th,16 GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Casual,16,0,No,No,75497.95404,87136,13,0
ASUS,ROG,Intel,Core i9,12th,16 GB,DDR5,1024 GB,0 GB,Windows,64-bit,4,Casual,15.6,0,No,No,75497.95404,87136,20,0
ASUS,IdeaPad,Intel,Core i9,10th,16 GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Casual,15.6,1,Yes,No,75497.95404,87136,17,4.8
ASUS,ASUS,Intel,Core i9,11th,16 GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Casual,15.6,1,No,No,75497.95404,87136,3,0
Lenovo,IdeaPad,Intel,Core i9,10th,16 GB,DDR4,1024 GB,0 GB,Windows,32-bit,4,Casual,15.6,0,No,No,75497.95404,87136,23,0
ASUS,Zephyrus,Intel,Core i9,11th,16 GB,DDR4,3072 GB,0 GB,Windows,32-bit,4,Casual,15.6,1,No,No,75497.95404,87136,0,5
Smartron,t.book,Intel,Core m3,7th,4  GB,DDR3,128 GB,0 GB,Windows,64-bit,0,Casual,12.2,0,Yes,No,42990,45990,6,3.5
MSI,Katana,Intel,Core i5,10th,8  GB,LPDDR4,0 GB,512 GB,DOS,32-bit,4,Casual,15.6,0,No,No,86990,117990,26,4.5
acer,Aspire,AMD,Dual Core,11th,4  GB,DDR4,256 GB,0 GB,Windows,64-bit,0,Casual,15.6,1,No,No,29990,34990,14,0
acer,Dual,AMD,Dual Core,11th,4  GB,DDR4,256 GB,0 GB,Windows,64-bit,0,Casual,15.6,1,No,No,31990,32990,3,4
MSI,Pulse,Intel,Core i5,10th,8  GB,LPDDR4,0 GB,512 GB,DOS,32-bit,4,Casual,15.6,0,No,No,109990,87136,21,4.6
MSI,Pulse,Intel,Core i5,10th,8  GB,LPDDR4,0 GB,512 GB,DOS,32-bit,4,Casual,15.6,0,No,No,109590,123990,11,4.6
ASUS,ROG,Intel,Core i7,10th,16 GB,LPDDR4X,0 GB,512 GB,DOS,32-bit,4,Casual,15.6,0,No,No,75497.95404,87136,0,3
HP,Chromebook,Intel,Dual Core,10th,4  GB,DDR4,0 GB,512 GB,DOS,32-bit,0,Casual,15.6,0,No,No,61745,87136,0,4.6
ASUS,ZenBook,Intel,Ever Screenpad,10th,4  GB,DDR4,0 GB,512 GB,DOS,64-bit,4,Casual,15.6,0,No,No,75497.95404,87136,0,5
ASUS,ZenBook,Intel,Ever Screenpad,10th,4  GB,DDR4,0 GB,512 GB,DOS,64-bit,4,Casual,15.6,0,No,No,75497.95404,87136,0,4.8
DELL,G15,Intel,GeForce GTX,10th,8  GB,LPDDR4,0 GB,512 GB,DOS,32-bit,4,Casual,15.6,0,No,No,75500,83557,9,4.4
DELL,G15,Intel,GEFORCE RTX,10th,4  GB,DDR4,0 GB,512 GB,DOS,32-bit,4,Casual,15.6,0,No,No,95990,124078,22,4.3
MSI,GF65,Intel,Hexa Core,11th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,15.6,2,No,No,76990,106990,28,4.5
MSI,GF63,Intel,Hexa Core,11th,8  GB,DDR4,256 GB,1024 GB,Windows,64-bit,4,Casual,15.6,2,No,No,55990,72990,23,4.4
APPLE,MacBook,M1,M1,10th,8  GB,DDR4,256 GB,0 GB,Mac,64-bit,0,Casual,13.3,1,No,No,85990,92900,7,4.7
APPLE,MacBook,M1,M1,10th,8  GB,DDR4,256 GB,0 GB,Mac,64-bit,0,Casual,13.3,1,No,No,112990,122900,8,4.8
APPLE,MacBook,M1,M1,10th,16 GB,DDR4,256 GB,0 GB,Mac,64-bit,0,Casual,13.3,1,No,No,104990,112900,7,4.7
APPLE,MacBook,M1,M1,10th,8  GB,DDR4,256 GB,0 GB,Mac,64-bit,0,Casual,13.3,1,No,No,112990,122900,8,4.8
APPLE,MacBook,M1,M1,10th,16 GB,DDR4,256 GB,0 GB,Mac,64-bit,0,Casual,13.3,1,No,No,75497.95404,87136,11,4.8
APPLE,MacBook,M1,M1,10th,16 GB,DDR4,256 GB,0 GB,Mac,64-bit,0,Casual,13.3,1,No,No,104990,112900,7,4.7
APPLE,MacBook,M1,M1,10th,8  GB,DDR4,256 GB,0 GB,Mac,64-bit,0,Casual,13.3,1,No,No,85990,92900,7,4.7
APPLE,MacBook,M1,M1,10th,16 GB,DDR4,512 GB,0 GB,Mac,64-bit,0,Casual,13.3,1,No,No,75497.95404,87136,8,4.8
APPLE,MacBook,M1,M1,10th,8  GB,DDR4,512 GB,0 GB,Mac,64-bit,0,Casual,13.3,1,No,No,75497.95404,87136,11,4.6
APPLE,MacBook,M1,M1,10th,8  GB,DDR4,512 GB,0 GB,Mac,64-bit,0,Casual,13.3,1,No,No,103990,117900,11,4.7
APPLE,MacBook,M1,M1,10th,8  GB,DDR4,512 GB,0 GB,Mac,64-bit,0,Casual,13.3,1,No,No,101990,117900,13,4.7
APPLE,MacBook,M1,M1,10th,8  GB,DDR4,512 GB,0 GB,Mac,64-bit,0,Casual,13.3,1,No,No,104990,110900,5,4.7
APPLE,MacBook,M1,M1,10th,8  GB,DDR4,512 GB,0 GB,Mac,64-bit,0,Casual,13.3,1,No,No,75497.95404,87136,7,4.6
APPLE,MacBook,M1,M1,10th,16 GB,DDR4,512 GB,0 GB,Mac,64-bit,0,Casual,13.3,1,No,No,75497.95404,87136,6,4.7
APPLE,MacBook,M1,M1,10th,16 GB,DDR4,512 GB,0 GB,Mac,64-bit,0,Casual,14.2,1,No,No,75497.95404,87136,5,4.8
APPLE,MacBook,M1,M1,10th,16 GB,DDR4,512 GB,0 GB,Mac,64-bit,0,Casual,16.2,1,No,No,75497.95404,87136,5,4.8
APPLE,MacBook,M1,M1,10th,4  GB,DDR4,512 GB,0 GB,Mac,64-bit,0,Casual,16,1,No,No,75497.95404,87136,5,4.7
APPLE,MacBook,M1,M1,10th,8  GB,DDR4,512 GB,0 GB,Mac,64-bit,0,Casual,13.3,1,No,No,104990,110900,5,4.7
APPLE,MacBook,M1,M1,10th,8  GB,DDR4,1024 GB,0 GB,Mac,64-bit,0,Casual,13.3,1,No,No,75497.95404,87136,8,4.8
APPLE,MacBook,M1,M1,10th,16 GB,DDR4,1024 GB,0 GB,Mac,64-bit,0,Casual,13.3,1,No,No,75497.95404,87136,7,4.8
APPLE,MacBook,M1,M1,10th,16 GB,DDR4,1024 GB,0 GB,Mac,64-bit,0,Casual,14.2,1,No,No,75497.95404,87136,5,4.8
APPLE,MacBook,M1,M1,10th,16 GB,DDR4,1024 GB,0 GB,Mac,64-bit,0,Casual,16.2,1,No,No,75497.95404,87136,6,4.8
APPLE,MacBook,M1,M1,10th,32 GB,DDR4,1024 GB,0 GB,Mac,64-bit,0,Casual,16.2,1,No,No,75497.95404,87136,6,5
APPLE,MacBook,M1,M1,10th,16 GB,DDR4,1024 GB,0 GB,Mac,64-bit,0,Casual,14.2,1,No,No,75497.95404,87136,5,4.8
DELL,G7,Intel,GeForce RTX,10th,8  GB,LPDDR4,0 GB,512 GB,DOS,32-bit,4,Casual,15.6,0,No,No,75497.95404,87136,20,4.5
acer,IdeaPad,Intel,Genuine Windows,10th,4  GB,DDR4,128 GB,0 GB,DOS,32-bit,4,Casual,15.6,0,No,No,116640,87136,0,0
acer,Predator,Intel,Genuine Windows,10th,4  GB,DDR4,0 GB,512 GB,DOS,32-bit,4,Casual,15.6,0,No,No,75497.95404,87136,0,4.5
ASUS,ASUS,Intel,Pentium Quad,11th,4  GB,LPDDR4X,0 GB,512 GB,Windows,64-bit,0,Casual,15.6,0,No,No,45990,57990,20,0
iball,CompBook,Intel,Pentium Quad,11th,4  GB,DDR3,0 GB,512 GB,Windows,64-bit,0,Casual,15.6,0,No,No,13990,19999,30,3.8
